crop,state_name,season,crop_year,price_per_ton,price_low_bound,price_high_bound 
Blackgram,Andhra Pradesh,Kharif,2005,82008.39,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2005,20008.4,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2005,23791.98,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2005,80925.61,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2005,18008.43,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2005,70008.44,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2006,20008.45,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2006,26929.98,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2006,82008.47,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2006,20008.48,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2006,27364.67,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2006,82008.5,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2006,18008.51,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2006,70008.52,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2007,20008.53,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2007,24618.34,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2007,82008.55,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2007,20008.56,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2007,27874.71,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2007,78285.38,65000.0,82000.0
Maize,Andhra Pradesh,Kharif,2008,20008.59,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2008,25069.31,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2008,82008.61,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2008,20008.62,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2008,27689.4,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2008,82008.64,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2008,18008.65,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2008,70008.66,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2009,20008.67,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2009,26194.61,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2009,78028.77,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2009,20008.7,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2009,26824.15,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2009,82008.72,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2009,18008.73,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2009,70008.74,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2010,20008.75,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2010,27757.79,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2010,68898.36,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2010,20008.78,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2010,25521.74,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2010,82008.8,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2010,18008.81,18000.0,30000.0
Maize,Andhra Pradesh,Kharif,2011,20008.82,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2011,24822.01,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2011,82008.84,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2011,20008.85,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2011,26004.05,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2011,82008.87,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2011,18008.88,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2011,70008.89,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2012,20008.9,20000.0,28000.0
Mango,Andhra Pradesh,Kharif,2012,28008.91,28000.0,45000.0
Papaya,Andhra Pradesh,Kharif,2012,16008.92,16000.0,28000.0
Rice,Andhra Pradesh,Kharif,2012,24238.77,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2012,79601.94,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2012,20008.95,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2012,24064.01,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2012,82008.97,65000.0,82000.0
Coconut,Andhra Pradesh,Whole Year,2012,70008.98,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2013,20008.99,20000.0,28000.0
Mango,Andhra Pradesh,Kharif,2013,28009.0,28000.0,45000.0
Papaya,Andhra Pradesh,Kharif,2013,16009.01,16000.0,28000.0
Rice,Andhra Pradesh,Kharif,2013,25927.85,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2013,81435.77,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2013,20009.04,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2013,25145.74,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2013,82009.06,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2013,18009.07,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2013,70009.08,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2014,20009.09,20000.0,28000.0
Mango,Andhra Pradesh,Kharif,2014,28009.1,28000.0,45000.0
Papaya,Andhra Pradesh,Kharif,2014,16009.11,16000.0,28000.0
Rice,Andhra Pradesh,Kharif,2014,25972.63,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2014,82009.13,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2014,20009.14,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2014,27607.8,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2014,82009.16,65000.0,82000.0
Coconut,Andhra Pradesh,Whole Year,2014,70009.17,45000.0,70000.0
Rice,Andhra Pradesh,Whole Year,2014,24215.08,22000.0,32000.0
Maize,Andhra Pradesh,Kharif,1997,20009.19,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,1997,26323.21,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,1997,82009.21,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,1997,20009.22,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,1997,26545.35,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,1997,82009.24,65000.0,82000.0
Maize,Andhra Pradesh,Kharif,1998,20009.25,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,1998,22266.72,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,1998,76570.55,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,1998,20009.28,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,1998,26651.56,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,1998,82009.3,65000.0,82000.0
Maize,Andhra Pradesh,Kharif,1999,20009.31,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,1999,25026.72,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,1999,80799.85,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,1999,20009.34,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,1999,26618.76,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,1999,82009.36,65000.0,82000.0
Maize,Andhra Pradesh,Kharif,2000,20009.37,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2000,23576.66,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2000,78539.14,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2000,20009.4,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2000,27810.68,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2000,82009.42,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2000,18009.43,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2000,70009.44,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2001,20009.45,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2001,24543.96,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2001,76326.67,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2001,20009.48,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2001,27272.85,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2001,82009.5,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2001,18009.51,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2001,70009.52,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2002,20009.53,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2002,25123.74,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2002,80609.53,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2002,20009.56,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2002,23522.81,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2002,81696.54,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2002,18009.59,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2002,70009.6,45000.0,70000.0
Mango,Andhra Pradesh,Whole Year,2002,28009.61,28000.0,45000.0
Orange,Andhra Pradesh,Whole Year,2002,25009.62,25000.0,42000.0
Papaya,Andhra Pradesh,Whole Year,2002,16009.63,16000.0,28000.0
Maize,Andhra Pradesh,Kharif,2003,20009.64,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2003,24804.69,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2003,82009.66,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2003,20009.67,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2003,23667.84,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2003,81917.49,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2003,18009.7,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2003,70009.71,45000.0,70000.0
Grapes,Andhra Pradesh,Whole Year,2003,30009.72,30000.0,50000.0
Mango,Andhra Pradesh,Whole Year,2003,28009.73,28000.0,45000.0
Orange,Andhra Pradesh,Whole Year,2003,25009.74,25000.0,42000.0
Papaya,Andhra Pradesh,Whole Year,2003,16009.75,16000.0,28000.0
Maize,Andhra Pradesh,Kharif,2004,20009.76,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2004,27419.08,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2004,79444.43,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2004,20009.79,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2004,25438.93,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2004,82009.81,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2004,18009.82,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2004,70009.83,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2005,20009.84,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2005,24349.28,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2005,74945.09,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2005,20009.87,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2005,25173.93,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2005,82009.89,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2005,18009.9,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2005,70009.91,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2006,20009.92,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2006,23697.59,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2006,78759.93,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2006,20009.95,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2006,26311.54,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2006,82009.97,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2006,18009.98,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2006,70009.99,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2007,20010.0,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2007,26007.95,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2007,82010.02,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2007,20010.03,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2007,24324.01,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2007,82010.05,65000.0,82000.0
Maize,Andhra Pradesh,Kharif,2008,20010.06,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2008,24541.58,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2008,82010.08,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2008,20010.09,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2008,25900.51,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2008,82010.11,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2008,18010.12,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2008,70010.13,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2009,20010.14,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2009,25697.16,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2009,80407.76,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2009,20010.17,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2009,24476.61,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2009,82010.19,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2009,18010.2,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2009,70010.21,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2010,20010.22,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2010,24766.37,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2010,74630.0,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2010,20010.25,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2010,28019.35,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2010,82010.27,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2010,18010.28,18000.0,30000.0
Maize,Andhra Pradesh,Kharif,2011,20010.29,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2011,27725.52,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2011,82010.31,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2011,20010.32,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2011,24619.85,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2011,82010.34,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2011,18010.35,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2011,70010.36,45000.0,70000.0
Grapes,Andhra Pradesh,Kharif,2012,30010.37,30000.0,50000.0
Maize,Andhra Pradesh,Kharif,2012,20010.38,20000.0,28000.0
Mango,Andhra Pradesh,Kharif,2012,28010.39,28000.0,45000.0
Papaya,Andhra Pradesh,Kharif,2012,16010.4,16000.0,28000.0
Rice,Andhra Pradesh,Kharif,2012,25295.46,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2012,74446.68,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2012,20010.43,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2012,25870.45,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2012,75721.34,65000.0,82000.0
Coconut,Andhra Pradesh,Whole Year,2012,70010.46,45000.0,70000.0
Grapes,Andhra Pradesh,Kharif,2013,30010.47,30000.0,50000.0
Maize,Andhra Pradesh,Kharif,2013,20010.48,20000.0,28000.0
Mango,Andhra Pradesh,Kharif,2013,28010.49,28000.0,45000.0
Papaya,Andhra Pradesh,Kharif,2013,16010.5,16000.0,28000.0
Rice,Andhra Pradesh,Kharif,2013,24177.51,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2013,81916.93,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2013,20010.53,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2013,25458.13,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2013,82010.55,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2013,18010.56,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2013,70010.57,45000.0,70000.0
Grapes,Andhra Pradesh,Kharif,2014,30010.58,30000.0,50000.0
Maize,Andhra Pradesh,Kharif,2014,20010.59,20000.0,28000.0
Mango,Andhra Pradesh,Kharif,2014,28010.6,28000.0,45000.0
Papaya,Andhra Pradesh,Kharif,2014,16010.61,16000.0,28000.0
Rice,Andhra Pradesh,Kharif,2014,23987.95,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2014,82010.63,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2014,20010.64,20000.0,28000.0
Papaya,Andhra Pradesh,Rabi,2014,16010.65,16000.0,28000.0
Rice,Andhra Pradesh,Rabi,2014,24649.49,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2014,81624.9,65000.0,82000.0
Coconut,Andhra Pradesh,Whole Year,2014,70010.68,45000.0,70000.0
Rice,Andhra Pradesh,Whole Year,2014,23121.54,22000.0,32000.0
Maize,Andhra Pradesh,Kharif,1997,20010.7,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,1997,24217.59,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,1997,82010.72,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,1997,20010.73,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,1997,27984.27,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,1997,82010.75,65000.0,82000.0
Maize,Andhra Pradesh,Kharif,1998,20010.76,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,1998,24115.93,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,1998,80228.0,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,1998,20010.79,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,1998,26180.32,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,1998,82010.81,65000.0,82000.0
Maize,Andhra Pradesh,Kharif,1999,20010.82,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,1999,24011.34,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,1999,82010.84,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,1999,20010.85,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,1999,25694.04,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,1999,82010.87,65000.0,82000.0
Maize,Andhra Pradesh,Kharif,2000,20010.88,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2000,26276.85,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2000,76545.55,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2000,20010.91,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2000,24420.27,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2000,82010.93,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2000,18010.94,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2000,70010.95,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2001,20010.96,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2001,25584.94,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2001,79751.66,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2001,20010.99,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2001,26830.68,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2001,82011.01,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2001,18011.02,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2001,70011.03,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2002,20011.04,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2002,24870.09,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2002,82011.06,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2002,20011.07,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2002,26133.84,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2002,72907.11,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2002,18011.1,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2002,70011.11,45000.0,70000.0
Mango,Andhra Pradesh,Whole Year,2002,28011.12,28000.0,45000.0
Orange,Andhra Pradesh,Whole Year,2002,25011.13,25000.0,42000.0
Papaya,Andhra Pradesh,Whole Year,2002,16011.14,16000.0,28000.0
Maize,Andhra Pradesh,Kharif,2003,20011.15,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2003,27290.51,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2003,81502.04,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2003,20011.18,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2003,26175.59,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2003,82011.2,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2003,18011.21,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2003,70011.22,45000.0,70000.0
Mango,Andhra Pradesh,Whole Year,2003,28011.23,28000.0,45000.0
Orange,Andhra Pradesh,Whole Year,2003,25011.24,25000.0,42000.0
Papaya,Andhra Pradesh,Whole Year,2003,16011.25,16000.0,28000.0
Maize,Andhra Pradesh,Kharif,2004,20011.26,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2004,25795.88,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2004,82011.28,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2004,20011.29,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2004,26732.23,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2004,82011.31,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2004,18011.32,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2004,70011.33,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2005,20011.34,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2005,24437.07,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2005,80858.75,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2005,20011.37,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2005,25126.22,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2005,82011.39,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2005,18011.4,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2005,70011.41,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2006,20011.42,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2006,24583.16,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2006,82011.44,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2006,20011.45,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2006,26621.53,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2006,82011.47,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2006,18011.48,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2006,70011.49,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2007,20011.5,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2007,24409.09,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2007,82011.52,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2007,20011.53,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2007,23782.08,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2007,82011.55,65000.0,82000.0
Maize,Andhra Pradesh,Kharif,2008,20011.56,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2008,22174.05,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2008,77564.05,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2008,20011.59,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2008,27227.3,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2008,80099.28,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2008,18011.62,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2008,70011.63,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2009,20011.64,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2009,26271.55,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2009,82011.66,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2009,20011.67,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2009,25836.16,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2009,82011.69,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2009,18011.7,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2009,70011.71,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2010,20011.72,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2010,25070.34,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2010,82011.74,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2010,20011.75,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2010,26688.14,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2010,82011.77,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2010,18011.78,18000.0,30000.0
Maize,Andhra Pradesh,Kharif,2011,20011.79,20000.0,28000.0
Rice,Andhra Pradesh,Kharif,2011,24186.32,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2011,82011.81,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2011,20011.82,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2011,23315.25,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2011,82011.84,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2011,18011.85,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2011,70011.86,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2012,20011.87,20000.0,28000.0
Mango,Andhra Pradesh,Kharif,2012,28011.88,28000.0,45000.0
Papaya,Andhra Pradesh,Kharif,2012,16011.89,16000.0,28000.0
Rice,Andhra Pradesh,Kharif,2012,24351.19,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2012,82011.91,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2012,20011.92,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2012,25962.88,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2012,82011.94,65000.0,82000.0
Coconut,Andhra Pradesh,Whole Year,2012,70011.95,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2013,20011.96,20000.0,28000.0
Mango,Andhra Pradesh,Kharif,2013,28011.97,28000.0,45000.0
Papaya,Andhra Pradesh,Kharif,2013,16011.98,16000.0,28000.0
Rice,Andhra Pradesh,Kharif,2013,26074.69,22000.0,32000.0
Blackgram,Andhra Pradesh,Kharif,2013,82012.0,65000.0,82000.0
Maize,Andhra Pradesh,Rabi,2013,20012.01,20000.0,28000.0
Rice,Andhra Pradesh,Rabi,2013,26902.95,22000.0,32000.0
Blackgram,Andhra Pradesh,Rabi,2013,82012.03,65000.0,82000.0
Banana,Andhra Pradesh,Whole Year,2013,18012.04,18000.0,30000.0
Coconut,Andhra Pradesh,Whole Year,2013,70012.05,45000.0,70000.0
Maize,Andhra Pradesh,Kharif,2014,20012.06,20000.0,28000.0
Mango,Andhra Pradesh,Kharif,2014,28012.07,28000.0,45000.0
