crop,crop_norm,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,label,source_dataset
Blackgram,blackgram,37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,20,68,17,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,44,76,22,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,25,68,19,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,52,70,16,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,42,58,25,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,56,76,16,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,29,76,15,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,41,74,18,28.75751783,61.02701476,6.599147297999999,73.37686831,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,27,60,17,26.41768321,63.64698302,7.026795358999999,64.42177127,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram,Crop_recommendation1.csv
Blackgram,blackgram,38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram,Crop_recommendation1.csv
Lentil,lentil,32,76,15,28.05153602,63.49802189,7.604110177000001,43.35795377,lentil,Crop_recommendation1.csv
Lentil,lentil,13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil,Crop_recommendation1.csv
Lentil,lentil,38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil,Crop_recommendation1.csv
Lentil,lentil,11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil,Crop_recommendation1.csv
Lentil,lentil,37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil,Crop_recommendation1.csv
Lentil,lentil,29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil,Crop_recommendation1.csv
Lentil,lentil,2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,lentil,Crop_recommendation1.csv
Lentil,lentil,6,59,21,26.58972517,66.14007674,6.139215944,50.90994463,lentil,Crop_recommendation1.csv
Lentil,lentil,13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil,Crop_recommendation1.csv
Lentil,lentil,8,58,17,28.75273118,69.15640149,7.286049977999999,35.15426171,lentil,Crop_recommendation1.csv
Lentil,lentil,6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil,Crop_recommendation1.csv
Lentil,lentil,2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil,Crop_recommendation1.csv
Lentil,lentil,3,69,23,28.67408774,63.18832976,7.299360767,42.96018627,lentil,Crop_recommendation1.csv
Lentil,lentil,27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil,Crop_recommendation1.csv
Lentil,lentil,39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil,Crop_recommendation1.csv
Lentil,lentil,40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil,Crop_recommendation1.csv
Lentil,lentil,37,62,22,24.02037872,61.62313345,7.397546271,49.78102578,lentil,Crop_recommendation1.csv
Lentil,lentil,31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil,Crop_recommendation1.csv
Lentil,lentil,22,67,22,29.03017561,64.49166566,7.475926645,54.93937710000001,lentil,Crop_recommendation1.csv
Lentil,lentil,3,78,18,20.21368219,68.65257685,6.887130053,50.89732989,lentil,Crop_recommendation1.csv
Lentil,lentil,4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil,Crop_recommendation1.csv
Lentil,lentil,13,61,24,18.29783597,69.6897615,7.629910252999999,49.39111479,lentil,Crop_recommendation1.csv
Lentil,lentil,12,66,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil,Crop_recommendation1.csv
Lentil,lentil,4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil,Crop_recommendation1.csv
Lentil,lentil,9,60,21,29.94413861,67.31323084,7.52178027,40.37113729,lentil,Crop_recommendation1.csv
Lentil,lentil,18,66,22,25.87990287,67.55109024,6.347379185,47.89645224,lentil,Crop_recommendation1.csv
Lentil,lentil,32,56,18,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil,Crop_recommendation1.csv
Lentil,lentil,6,72,15,22.99451999,66.70897237,7.670178119,54.49044154,lentil,Crop_recommendation1.csv
Lentil,lentil,15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil,Crop_recommendation1.csv
Lentil,lentil,0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil,Crop_recommendation1.csv
Lentil,lentil,30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil,Crop_recommendation1.csv
Lentil,lentil,3,63,16,24.38041875,61.18458224,6.868881707999999,53.13946695,lentil,Crop_recommendation1.csv
Lentil,lentil,2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil,Crop_recommendation1.csv
Lentil,lentil,10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil,Crop_recommendation1.csv
Lentil,lentil,14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil,Crop_recommendation1.csv
Lentil,lentil,39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil,Crop_recommendation1.csv
Lentil,lentil,19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil,Crop_recommendation1.csv
Lentil,lentil,18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil,Crop_recommendation1.csv
Lentil,lentil,31,58,15,28.31886863,60.19461399,6.167855382000001,45.36521251,lentil,Crop_recommendation1.csv
Lentil,lentil,28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil,Crop_recommendation1.csv
Lentil,lentil,5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil,Crop_recommendation1.csv
Lentil,lentil,16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil,Crop_recommendation1.csv
Lentil,lentil,34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil,Crop_recommendation1.csv
Lentil,lentil,14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil,Crop_recommendation1.csv
Lentil,lentil,22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil,Crop_recommendation1.csv
Lentil,lentil,24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil,Crop_recommendation1.csv
Lentil,lentil,2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil,Crop_recommendation1.csv
Lentil,lentil,26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil,Crop_recommendation1.csv
Lentil,lentil,27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil,Crop_recommendation1.csv
Lentil,lentil,24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil,Crop_recommendation1.csv
Lentil,lentil,13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil,Crop_recommendation1.csv
Lentil,lentil,6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil,Crop_recommendation1.csv
Lentil,lentil,12,58,23,21.74600081,63.39503184,6.765091462000001,50.43306085,lentil,Crop_recommendation1.csv
Lentil,lentil,32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil,Crop_recommendation1.csv
Lentil,lentil,6,68,18,24.388717,62.50453062,6.711341147000001,47.26052494,lentil,Crop_recommendation1.csv
Lentil,lentil,10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil,Crop_recommendation1.csv
Lentil,lentil,38,77,22,28.234829,69.3159965,6.313284267999999,35.36831423,lentil,Crop_recommendation1.csv
Lentil,lentil,17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil,Crop_recommendation1.csv
Lentil,lentil,26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil,Crop_recommendation1.csv
Lentil,lentil,23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil,Crop_recommendation1.csv
Lentil,lentil,32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil,Crop_recommendation1.csv
Lentil,lentil,19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil,Crop_recommendation1.csv
Lentil,lentil,22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil,Crop_recommendation1.csv
Lentil,lentil,28,69,16,29.77013109,66.29327012,6.547361617999999,35.69674138,lentil,Crop_recommendation1.csv
Lentil,lentil,1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil,Crop_recommendation1.csv
Lentil,lentil,12,67,23,25.62896213,63.14909763,6.585020302999999,45.49683991,lentil,Crop_recommendation1.csv
Lentil,lentil,36,67,20,20.39078312,60.47528931,6.924042372000001,53.31508572,lentil,Crop_recommendation1.csv
Lentil,lentil,28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil,Crop_recommendation1.csv
Lentil,lentil,12,71,19,24.91079638,60.71367427,7.142611056000002,42.19740397,lentil,Crop_recommendation1.csv
Lentil,lentil,22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil,Crop_recommendation1.csv
Lentil,lentil,26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil,Crop_recommendation1.csv
Lentil,lentil,16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil,Crop_recommendation1.csv
Lentil,lentil,14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil,Crop_recommendation1.csv
Lentil,lentil,33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil,Crop_recommendation1.csv
Lentil,lentil,21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil,Crop_recommendation1.csv
Lentil,lentil,0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil,Crop_recommendation1.csv
Lentil,lentil,10,75,17,18.43966037,68.05394959,7.732194787999999,39.00992137,lentil,Crop_recommendation1.csv
Lentil,lentil,30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil,Crop_recommendation1.csv
Lentil,lentil,0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil,Crop_recommendation1.csv
Lentil,lentil,35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil,Crop_recommendation1.csv
Lentil,lentil,7,63,24,19.55750776,64.45268309,6.818681086000002,53.04669416,lentil,Crop_recommendation1.csv
Lentil,lentil,9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil,Crop_recommendation1.csv
Lentil,lentil,14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil,Crop_recommendation1.csv
Lentil,lentil,14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil,Crop_recommendation1.csv
Lentil,lentil,36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil,Crop_recommendation1.csv
Lentil,lentil,28,67,21,21.79792649,63.73086065,6.250994222999999,46.62370222,lentil,Crop_recommendation1.csv
Lentil,lentil,28,79,16,24.70626432,60.26854183,6.0521848810000005,53.12442925,lentil,Crop_recommendation1.csv
Lentil,lentil,40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil,Crop_recommendation1.csv
Lentil,lentil,10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil,Crop_recommendation1.csv
Lentil,lentil,12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil,Crop_recommendation1.csv
Lentil,lentil,37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil,Crop_recommendation1.csv
Lentil,lentil,0,67,22,29.82112112,69.4073209,6.5937983870000005,51.56461082,lentil,Crop_recommendation1.csv
Lentil,lentil,7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil,Crop_recommendation1.csv
Lentil,lentil,10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil,Crop_recommendation1.csv
Lentil,lentil,39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil,Crop_recommendation1.csv
Lentil,lentil,26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil,Crop_recommendation1.csv
Lentil,lentil,9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil,Crop_recommendation1.csv
Lentil,lentil,4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil,Crop_recommendation1.csv
Lentil,lentil,34,73,15,20.97195263,63.83179889,7.630424082999999,53.10207889,lentil,Crop_recommendation1.csv
Lentil,lentil,33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil,Crop_recommendation1.csv
Banana,banana,91,94,46,29.36792366,76.24900101,6.149934034,92.82840911,banana,Crop_recommendation1.csv
Banana,banana,105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana,Crop_recommendation1.csv
Banana,banana,108,92,53,27.40053601,82.96221306,6.276800323,104.9378,banana,Crop_recommendation1.csv
Banana,banana,86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana,Crop_recommendation1.csv
Banana,banana,80,77,49,26.05433004,79.39654531,5.519088423,113.2297373,banana,Crop_recommendation1.csv
Banana,banana,93,94,53,25.86632408,84.42379269,6.079178787999999,114.5357503,banana,Crop_recommendation1.csv
Banana,banana,90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana,Crop_recommendation1.csv
Banana,banana,108,89,53,29.55054817,78.06762846,5.808497603999999,99.34482238,banana,Crop_recommendation1.csv
Banana,banana,108,88,55,26.28845991,83.390039,5.891458107,113.8729798,banana,Crop_recommendation1.csv
Banana,banana,105,77,52,29.16226551,76.16151562,5.816622478999999,100.0075679,banana,Crop_recommendation1.csv
Banana,banana,118,88,52,28.65003945,82.68752542,5.8431631610000005,98.75084366,banana,Crop_recommendation1.csv
Banana,banana,101,87,54,29.07311132,76.50045221,6.376756632999999,100.1692639,banana,Crop_recommendation1.csv
Banana,banana,95,75,50,28.08166093,75.26429821,5.623615687000001,118.2761894,banana,Crop_recommendation1.csv
Banana,banana,106,85,53,27.1994597,78.80860679999998,5.91505509,99.72430835,banana,Crop_recommendation1.csv
Banana,banana,86,95,49,28.05484146,78.04602887,6.458714879,108.3957179,banana,Crop_recommendation1.csv
Banana,banana,83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana,Crop_recommendation1.csv
Banana,banana,85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana,Crop_recommendation1.csv
Banana,banana,109,79,45,27.66752761,79.68542782,6.490074429,108.66464,banana,Crop_recommendation1.csv
Banana,banana,100,76,45,25.56703012,75.94067692,5.590236025,102.7867717,banana,Crop_recommendation1.csv
Banana,banana,117,86,48,28.6956201,82.54195839,6.225225238999999,116.1616839,banana,Crop_recommendation1.csv
Banana,banana,114,94,53,26.33544853,76.8532006,6.190757458999999,118.6858263,banana,Crop_recommendation1.csv
Banana,banana,110,78,50,25.93730186,78.89864446,5.915568968,98.21747528,banana,Crop_recommendation1.csv
Banana,banana,94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana,Crop_recommendation1.csv
Banana,banana,80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana,Crop_recommendation1.csv
Banana,banana,114,79,51,26.21009246,82.34429458,6.313197204,112.0700033,banana,Crop_recommendation1.csv
Banana,banana,88,78,45,29.10403455,79.19588629,6.324270089,92.07835761,banana,Crop_recommendation1.csv
Banana,banana,112,73,48,29.244063800000006,77.32017166,5.7074889870000005,90.66727868,banana,Crop_recommendation1.csv
Banana,banana,117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana,Crop_recommendation1.csv
Banana,banana,111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana,Crop_recommendation1.csv
Banana,banana,89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana,Crop_recommendation1.csv
Banana,banana,93,91,47,27.84767901,83.31110751,6.101241579,117.2878912,banana,Crop_recommendation1.csv
Banana,banana,92,81,52,27.39341554,81.4654833,6.438137278999998,94.31102057,banana,Crop_recommendation1.csv
Banana,banana,105,74,45,25.14517635,81.38204104,6.098369122,119.218154,banana,Crop_recommendation1.csv
Banana,banana,102,71,48,28.65456263,79.28693687,5.695267822000001,102.4633775,banana,Crop_recommendation1.csv
Banana,banana,94,91,51,29.16093424,76.67484233,5.6180944460000015,109.575944,banana,Crop_recommendation1.csv
Banana,banana,116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana,Crop_recommendation1.csv
Banana,banana,117,79,49,25.40909896,82.36208097,6.176644228,112.9794804,banana,Crop_recommendation1.csv
Banana,banana,119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana,Crop_recommendation1.csv
Banana,banana,99,73,53,26.29039046,81.06003778,5.8717022110000014,118.6730366,banana,Crop_recommendation1.csv
Banana,banana,91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana,Crop_recommendation1.csv
Banana,banana,80,90,47,26.59743595,79.35898915,6.21084479,107.3944717,banana,Crop_recommendation1.csv
Banana,banana,101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana,Crop_recommendation1.csv
Banana,banana,108,89,53,29.12036889,80.18080728,5.908770059,112.3982055,banana,Crop_recommendation1.csv
Banana,banana,100,80,52,27.53911354,77.25629897,6.049801781,110.3262123,banana,Crop_recommendation1.csv
Banana,banana,109,91,53,29.66727337,83.51014178,6.010095852999999,110.2511102,banana,Crop_recommendation1.csv
Banana,banana,82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana,Crop_recommendation1.csv
Banana,banana,106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana,Crop_recommendation1.csv
Banana,banana,90,86,52,25.85036988,81.95580471,5.793260262,119.08561709999998,banana,Crop_recommendation1.csv
Banana,banana,83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana,Crop_recommendation1.csv
Banana,banana,119,90,48,28.66725136,79.59242542,5.986442306,118.2583441,banana,Crop_recommendation1.csv
Banana,banana,107,72,45,28.14938935,81.54448882,5.790768046,91.40508414,banana,Crop_recommendation1.csv
Banana,banana,116,81,55,26.42313317,83.69950440000002,5.915546415,95.12322062,banana,Crop_recommendation1.csv
Banana,banana,101,75,50,26.59386409,81.40740301,6.242528277999999,109.9825551,banana,Crop_recommendation1.csv
Banana,banana,93,81,50,27.71822477,76.57853189,6.0360792660000016,102.2099836,banana,Crop_recommendation1.csv
Banana,banana,95,75,45,28.98333432,82.95958244,5.829898502000001,109.022564,banana,Crop_recommendation1.csv
Banana,banana,107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana,Crop_recommendation1.csv
Banana,banana,83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana,Crop_recommendation1.csv
Banana,banana,102,73,54,26.4020227,84.41007614,5.720726906,111.0162259,banana,Crop_recommendation1.csv
Banana,banana,86,79,45,27.81251452,82.69285419,5.80766417,99.20961514,banana,Crop_recommendation1.csv
Banana,banana,117,86,53,25.19640218,83.55829874,5.703381727999999,115.8586081,banana,Crop_recommendation1.csv
Banana,banana,111,79,53,28.31193338,75.77363772,6.165001277999999,119.695765,banana,Crop_recommendation1.csv
Banana,banana,95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana,Crop_recommendation1.csv
Banana,banana,91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana,Crop_recommendation1.csv
Banana,banana,93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana,Crop_recommendation1.csv
Banana,banana,92,85,51,29.22118628,81.08183635,5.740764682000001,108.8616474,banana,Crop_recommendation1.csv
Banana,banana,104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana,Crop_recommendation1.csv
Banana,banana,103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana,Crop_recommendation1.csv
Banana,banana,92,75,45,29.01207743,77.95192527,5.674403358999999,90.43495443,banana,Crop_recommendation1.csv
Banana,banana,93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana,Crop_recommendation1.csv
Banana,banana,120,87,52,28.0764455,76.05522115,5.905494703,118.99235729999998,banana,Crop_recommendation1.csv
Banana,banana,108,72,46,25.16278237,84.97849241,6.110844721,90.94554618,banana,Crop_recommendation1.csv
Banana,banana,105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana,Crop_recommendation1.csv
Banana,banana,98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana,Crop_recommendation1.csv
Banana,banana,111,88,55,29.44795403,78.34971537,5.505393832999999,96.45042585,banana,Crop_recommendation1.csv
Banana,banana,97,74,45,26.47522633,78.51833782,5.677719902000001,113.1161095,banana,Crop_recommendation1.csv
Banana,banana,95,82,48,27.39489579,83.31172003,5.719014989,92.78133617,banana,Crop_recommendation1.csv
Banana,banana,89,91,55,25.08347445,80.26173100000003,6.275572297999999,94.32961456,banana,Crop_recommendation1.csv
Banana,banana,89,85,55,26.671983500000003,76.48541655,6.275384607,91.73358569,banana,Crop_recommendation1.csv
Banana,banana,118,88,51,25.44926208,79.49221962,6.201911642000001,100.6619171,banana,Crop_recommendation1.csv
Banana,banana,101,92,45,28.22776705,80.64303840000002,5.758054257,98.00403016,banana,Crop_recommendation1.csv
Banana,banana,99,92,47,28.127950899999995,77.48247073,6.3239336470000005,103.5045395,banana,Crop_recommendation1.csv
Banana,banana,82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana,Crop_recommendation1.csv
Banana,banana,90,86,55,27.96236771,84.15403614,5.644486582000001,97.55986676,banana,Crop_recommendation1.csv
Banana,banana,95,88,52,28.00316034,78.90085998,6.235461772000001,94.68180316,banana,Crop_recommendation1.csv
Banana,banana,104,73,46,29.1400919,80.1190228,6.28236237,90.45142867,banana,Crop_recommendation1.csv
Banana,banana,102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana,Crop_recommendation1.csv
Banana,banana,100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana,Crop_recommendation1.csv
Banana,banana,94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana,Crop_recommendation1.csv
Banana,banana,99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana,Crop_recommendation1.csv
Banana,banana,112,87,48,27.19711623,77.39706290000002,6.200111067999999,99.46950465,banana,Crop_recommendation1.csv
Banana,banana,117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana,Crop_recommendation1.csv
Banana,banana,96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana,Crop_recommendation1.csv
Banana,banana,113,85,45,27.94972463,76.63713353,6.037430836,109.0921631,banana,Crop_recommendation1.csv
Banana,banana,105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana,Crop_recommendation1.csv
Banana,banana,85,89,51,29.21144871,84.70189923,6.1581644220000005,108.5501443,banana,Crop_recommendation1.csv
Banana,banana,108,94,47,27.35911627,84.54625006,6.387431382999999,90.81250457,banana,Crop_recommendation1.csv
Banana,banana,92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,banana,Crop_recommendation1.csv
Banana,banana,110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana,Crop_recommendation1.csv
Banana,banana,82,75,55,27.34585147,78.48738349999998,6.281069505,92.15524332,banana,Crop_recommendation1.csv
Banana,banana,117,81,53,29.50704598,78.20585613,5.507641777999999,98.12565829,banana,Crop_recommendation1.csv
Mango,mango,2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango,Crop_recommendation1.csv
